a,b,c,objID,objType,objYear,wapName,wakName,wadName,pmnID,pmnObjName,area,pmnRemarks,Pulau
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\12. DKI Jakarta 2012\SHP\PULAU PARI\Pemanfaatan\pulau pari pemanfaatan.shp,['FID'.'IDENT'.'IDENT_1'.'KELURAHAN'.'PULAU'.'NOMOR'.'PEMANFAATA'.'AREA'.'PERIMETER'.'HECTARES'.'KETERANGAN'.'KODE_JENIS'],1,Pulau,2012,Jakarta,,Pulau Pari,,PEMANFAATA,,Pari,Pari
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\13. Jabar 2010\30 10 2013\pesisir jabar\2010\Kab Garut\penggunaan&pemanfaatan\hasilpendataan\bungbulang_penggunaan_join_geo.shp,['FID'.'FID_adm_b'.'AREA'.'PERIMETER'.'ADM_ID'.'KECAMATAN'.'KABUPATEN'.'FID_qgart'.'NO_IDENT'.'QCODE'.'QNAME'.'AREA_1'.'PERIMETE_1'.'NoID'.'Kode_Pgt'.'KodeLama'.'Pemanfaata'.'Keterangan'.'penggnaan'.'kodepgt'],1,Pesisir,2010,Jawa Barat,,Kecamatan Bungbulang,,Pemanfaata,,Bungbulang,Bungbulang
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\13. Jabar 2010\30 10 2013\pesisir jabar\2010\Kab Garut\penggunaan&pemanfaatan\hasilpendataan\caringin_penggunaan_join_geo.shp,['FID'.'FID_adm_ca'.'AREA'.'PERIMETER'.'ADM_ID'.'KECAMATAN'.'KABUPATEN'.'FID_qgart'.'NO_IDENT'.'QCODE'.'QNAME'.'AREA_1'.'PERIMETE_1'.'NoID'.'KodePgt'.'KodeLama'.'Manfaat'.'Keterangan'.'penggnaan'],1,Pesisir,2010,Jawa Barat,,Kecamatan Caringin,,Manfaat,,Caringin,Caringin
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\13. Jabar 2010\30 10 2013\pesisir jabar\2010\Kab Garut\penggunaan&pemanfaatan\hasilpendataan\mekarmukti_penggunaan_join_geo.shp,['FID'.'FID_adm_me'.'AREA'.'PERIMETER'.'ADM_ID'.'KECAMATAN'.'KABUPATEN'.'DESA'.'FID_qgart'.'NO_IDENT'.'QCODE'.'QNAME'.'AREA_1'.'PERIMETE_1'.'NoIdent'.'KodePgt'.'KodeLama'.'Pemanfaata'.'Keterangan'.'penggnaan'],1,Pesisir,2010,Jawa Barat,,Kecamatan Mekarmukti,,Pemanfaata,,Mekarmukti,Mekarmukti
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\13. Jabar 2010\30 10 2013\pesisir jabar\2010\Kab Garut\penggunaan&pemanfaatan\hasilpendataan\pakenjeng_penggunaan_join_geo.shp,['FID'.'FID_adm_pa'.'AREA'.'PERIMETER'.'ADM_ID'.'KECAMATAN'.'KABUPATEN'.'FID_qgart'.'NO_IDENT'.'QCODE'.'QNAME'.'AREA_1'.'PERIMETE_1'.'NoIdent'.'KodePgt'.'KodeLama'.'manfaat'.'Keterangan'.'penggnaan'],1,Pesisir,2010,Jawa Barat,,Kecamatan Pekenjeng,,manfaat,,Pekenjeng,Pekenjeng
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\14. Jateng 2011\cilacap\kampung laut\3_Penggunaan\Penggunaan Kampung Laut.shp,['FID'.'KECAMATAN'.'no_bdg'.'Nama_Layer'.'Tipe'.'Las'.'NM_DESA'.'No_Idfier'.'Kode_G'.'Jenis_G'.'Ket'.'Manfaat'],1,Pesisir,2011,Jawa Tengah,,Kecamatan Kampung Laut,,Manfaat,,Kampung Laut,Kampung Laut
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\14. Jateng 2013\21 02 2014\WP3WT kabupaten pekalongan 2013\02_Kecamatan Wonokerto\3_Penggunaan\Penggunaan Tanah Kec Wonokarto.shp,['FID'.'A'.'B'.'C'.'D'.'E'.'F'.'G'.'Q'.'T'.'X'.'Y'.'Nama_Layer'.'Tipe'.'No_Idfier'.'Kecamatan'.'Kode'.'Penggnaan'.'Area'.'Hectares'],1,Pesisir,2013,Jawa Tengah,,Kecamatan Wonokerto,,E,,Wonokerto,Wonokerto
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\16. Jatim 2011\Pulau Kecil Terluar\SHP\nusabarong atau barung\pemanfaatan.shp,['FID'.'AREA'.'PERIMETER'.'HECTARES'.'ID'.'PEMANFAATA'],1,Pesisir,2011,Jawa Timur,,Kecamatan Nusabarong,,PEMANFAATA,,Nusabarong,Nusabarong
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\16. Jatim 2011\Pulau Kecil Terluar\SHP\panehan\pemanfaatan.shp,['FID'.'ID'.'AREA'.'PERIMETER'.'HECTARES'.'PEMANFAATA'],1,Pesisir,2011,Jawa Timur,,Kecamatan Panehan,,PEMANFAATA,,Panehan,Panehan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\16. Jatim 2011\Pulau Kecil Terluar\SHP\sekel\pemanfaatan.shp,['FID'.'KECAMATAN'.'KABUPATEN'.'AREA'.'PERIMETER'.'HECTARES'.'PULAU'.'ID'.'PEMANFAATA'],1,Pesisir,2011,Jawa Timur,,Kecamatan Sekel,,PEMANFAATA,,Sekel,Sekel
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\17. Bali 2014\Kec Mendoyo\PETA\kwt_2014.gdb\pesisir\mendoyo_penggunaan,['KECAMATAN'.'COUNT'.'Keterangan'.'pemanfaatan'],1,Pesisir,2014,Bali,,Kecamatan Mendoyo,,pemanfaatan,,Mendoyo,Mendoyo
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\17. Bali 2014\Kec Mendoyo\PETA\kwt_2014.gdb\pesisir\pekutatan_penggunaan,['KECAMATAN'.'COUNT'.'Keterangan'.'Pemanfaatan'],1,Pesisir,2014,Bali,,Kecamatan Pekutatan,,Pemanfaatan,,Pekutatan,Pekutatan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\17. Bali 2014\Kec Mendoyo\PETA\kwt_2014.gdb\pesisir\selemadegbarat_penggunaan,['KECAMATAN'.'COUNT'.'kecamatan_1'.'Keterangan'.'Pemanfaatan'],1,Pesisir,2014,Bali,,Kecamatan Selemadeg Barat,,Pemanfaatan,,Selemadeg Barat,Selemadeg Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\17. Bali 2014\Kec Mendoyo\PETA\kwt_2014.gdb\pesisir\selemadegtimur_penggunaan,['KECAMATAN'.'COUNT'.'kecamatan_1'.'Keterangan'.'Pemanfaatan'.'Kode'],1,Pesisir,2014,Bali,,Kecamatan Selemadeg Timur,,Pemanfaatan,,Selemadeg Timur,Selemadeg Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\17. Bali 2016\Pulau Kecil\PULAU_KECIL.gdb\data\PL_lembongan,['DESA'.'K_CAMATAN'.'ZABUPATEN'.'NAMOBJ'.'Kabpaten'.'penggnaan_tanah'.'pengasaan_tanah'.'pemanfaatan_tanah'.'pemilikan_tanah'.'las'.'kode_pengasaan'.'kode_pemilikan'],1,Pulau Kecil,2016,Bali,,Kecamatan Pulau Lembongan,,pemanfaatan_tanah,,Pulau Lembongan,Pulau Lembongan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\17. Bali 2016\Pulau Kecil\PULAU_KECIL.gdb\data\PL_ceningan,['FID_penggnaan_pla_ceningan'.'NAMOBJ'.'FCODE'.'SRS_ID'.'Kabpaten'.'penggnaan_tanah'.'pengasaan_tanah'.'pemanfaatan_tanah'.'pemilikan_tanah'.'FID_admin_pla_lembongan_ceningan'.'DESA'.'K_CAMATAN'.'ZABUPATEN'.'AREA'.'PERIMETER'.'HECTARES'.'Kode_pengasaan'.'Kode_Pemilikan'.'Las'],1,Pulau Kecil,2016,Bali,,Kecamatan Pulau Ceningan,,pemanfaatan_tanah,,Pulau Ceningan,Pulau Ceningan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\18. NTB 2011\Lombok Barat\Lembar\Penggunaan_lembar.shp,['FID'.'NIB'.'KODE_PGT'.'JENIS_PGT'.'PEMANFAA_1'.'KETERANGAN'.'Area'],1,Pesisir,2011,NTB,,Kecamatan Lembar,,PEMANFAA_1,,Lembar,Lembar
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\18. NTB 2011\Lombok Tengah\Praya Barat\PENGGUNAAN_PRAYA_BARAT.shp,['FID'.'NIB'.'kode_pgt'.'Jenis_pgt'.'Pemanftn'.'ket'.'Shape_Area'],1,Pesisir,2011,NTB,,Kecamatan Praya Barat,,Pemanftn,,Praya Barat,Praya Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\18. NTB 2011\Lombok Timur\Pringbaya\Penggunaan_tanah_pringgabaya.shp,['FID'.'NIB'.'KODE_PGT'.'TEXT_PGT'.'PMANFAATAN'],1,Pesisir,2011,NTB,,Kecamatan Pringgabaya,,PMANFAATAN,,Pringgabaya,Pringgabaya
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\18. NTB 2011\Lombok Timur\Sakra Timur\Penggunaan_tanah_sakra_timur.shp,['FID'.'NIB'.'KODE_GUNA'.'JENIS_GUNA'.'JENIS_PEMA'.'Shape_Area'],1,Pesisir,2011,NTB,,Kecamatan Sakra Timur,,JENIS_PEMA,,Sakra Timur,Sakra Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\18. NTB 2012\SHAPEFILE FINAL 2012\Kec Gerung\Penggunaan_Gerung_Final.shp,['FID'.'NIB'.'Kode_PT'.'Jenis_PT'.'Jenis_Pema'.'Keterangan'.'Shape_Area'],1,Pesisir,2012,NTB,,Kecamatan Gerung,,Jenis_pema,,Gerung,Gerung
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\18. NTB 2012\SHAPEFILE FINAL 2012\Kec Jerowaru\Penggunaan_Jerowaru_Final.shp,['FID'.'NIB'.'Kode_PT'.'Jenis_PT'.'Jenis_Pema'.'Shape_Area'],1,Pesisir,2012,NTB,,Kecamatan Jerowaru,,Jenis_pema,,Jerowaru,Jerowaru
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\18. NTB 2012\SHAPEFILE FINAL 2012\Kec Keruak\Penggunaan_Keruak_Final.shp,['FID'.'NIB'.'Kode_PT'.'Jenis_PT'.'Jenis_pema'.'Ketetarang'.'Shape_Area'],1,Pesisir,2012,NTB,,Kecamatan Keruak,,Jenis_pema,,Keruak,Keruak
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\18. NTB 2012\SHAPEFILE FINAL 2012\Kec Labuapi\Penggunaan_Labuapi_Final.shp,['FID'.'NIB'.'Kode_PT'.'Jenis_PT'.'Jenis_pema'.'Keterangan'.'SHAPE_Area'],1,Pesisir,2012,NTB,,Kecamatan Labuapi,,Jenis_pema,,Labuapi,Labuapi
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\18. NTB 2012\SHAPEFILE FINAL 2012\Kec Praya Barat Daya\Penggunaan_Prabada_Final.shp,['FID'.'NIB'.'Kode_PGT'.'PGT_Text'.'Pemanfaata'.'Shape_Area'],1,Pesisir,2012,NTB,,Kecamatan Praya Barat Daya,,Pemanfaata,,Praya Barat Daya,Praya Barat Daya
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\18. NTB 2012\SHAPEFILE FINAL 2012\Kec Tanjung\Penggunaan.shp,['FID'.'Kd_PT'.'Pmanfaat'.'text'.'NIB'],1,Pesisir,2012,NTB,,Kecamatan Tanjung,,Pmanfaat,,Tanjung,Tanjung
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\18. NTB 2016\3_SHP WP3WT 2016\kec ALAS kab sumbawa\Hasil_PT_Alas.shp,['FID'.'DESA'.'NIB'.'LU_kode'.'LU_Teks'.'Pemanfaata'.'L'.'Shape_Area'],1,Pesisir,2016,NTB,,Kecamatan Alas,,Pemanfaata,,Alas,Alas
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\18. NTB 2016\3_SHP WP3WT 2016\kec BUER kab sumbawa\Hasil_PT_Buer.shp,['FID'.'N_Poly'.'Kode_LU'.'LU_Teks'.'Pemanfaata'.'Shape_Area'],1,Pesisir,2016,NTB,,Kecamatan Buer,,Pemanfaata,,Buer,Buer
,C:\WP3WT\PPKT\SHP\Alor\Penggunaan Tanah_region.shp,['FID'.'KETERANGAN'.'ID'.'KODE'.'_1'.'Gna_2011'.'gna_kws'],1,Pulau Kecil,2017,NTT,,Kecamatan Alor,,KETERANGAN,,Alor,Alor
,C:\WP3WT\PPKT\SHP\PULAU_BATEK\Pemanfaatan_tanah_P_Batek.shp,['FID'.'NO_IDENTIF'.'KODE_JENIS'.'JENIS_PEMA'.'KETERANGAN'.'TEXT'.'LUAS'],1,Pulau Kecil,2017,NTT,,Kecamatan Batek,,JENIS_PEMA,,Batek,Batek
,C:\WP3WT\PPKT\SHP\Ndana - Dana\nd_pmf.shp,['FID'.'ID'.'AREA'.'PERIMETER'.'NM_ID'.'NMR_ID'.'JENIS'.'PMANFAATAN'.'KETERANGAN'.'KODE_PULAU'],1,Pulau Kecil,2017,NTT,,Kecamatan Ndana,,PMANFAATAN,,Ndana,Ndana
,C:\WP3WT\PPKT\SHP\DANA\dn_pmf.shp,['FID'.'ID'.'AREA'.'PERIMETER'.'NM_ID'.'NMR_ID'.'JENIS'.'KETERANGAN'.'KODE_PULAU'],1,Pulau Kecil,2017,NTT,,Kecamatan Dana,,JENIS,,Dana,Dana
,C:\WP3WT\PPKT\SHP\MANGUDU\mk_pmf.shp,['FID'.'ID'.'AREA'.'PERIMETER'.'NM_ID'.'NMR_ID'.'JENIS'.'PMANFAATAN'.'KODE_PULAU'],1,Pulau Kecil,2017,NTT,,Kecamatan Mangudu,,PMANFAATAN,,Mangudu,Mangudu
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\21. Kalteng 2011\Data Spasial\Penggunaan Tanah\LU_Arsel.shp,['FID'.'ID'.'No_Identif'.'KodeJenisP'.'Penggnaan'.'JenisPeman'.'Keterangan'.'las_1'.'SHAPE_Area'],1,Pesisir,2011,Kalimantan Tengah,,Kecamatan Arut Selatan,,JenisPeman,,Arut Selatan,Arut Selatan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\21. Kalteng 2011\Data Spasial\Penggunaan Tanah\LU_Jelai.shp,['FID'.'ID'.'No_Identif'.'KodeJenisP'.'Penggnaan'.'JenisPeman'.'Keterangan'.'Las'],1,Pesisir,2011,Kalimantan Tengah,,Kecamatan Jelai,,JenisPeman,,Jelai,Jelai
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\21. Kalteng 2011\Data Spasial\Penggunaan Tanah\LU_Kumai.shp,['FID'.'ID'.'No_Identif'.'KodeJenisP'.'JenisPeman'.'Penggnaan'.'Las'.'Keterangan'.'SHAPE_Area'],1,Pesisir,2011,Kalimantan Tengah,,Kecamatan Kumai,,JenisPeman,,Kumai,Kumai
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\23. Kalimantan Selatan 2014\WP3WT-KALSEL_2014\Kecamatan Pulau Sebuku\SHP\ptn_sebuku.shp,['FID'.'objID'.'objType'.'objYear'.'wapName'.'wakName'.'wacName'.'ptnID'.'ptnObjName'.'area'.'ptnRemarks'],1,Pesisir,2014,Kalimantan Selatan,,Kecamatan Pulau Sebuku,,ptnRemarks,,Pulau Sebuku,Pulau Sebuku
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\23. Kalimantan Selatan 2014\WP3WT-KALSEL_2014\Kecamatan Pulau Laut Tanjung Selayar\SHP\ptn_pulau_laut_tanjung_selayar.shp,['FID'.'objID'.'objType'.'objYear'.'wapName'.'wakName'.'wacName'.'ptnID'.'ptnObjName'.'area'.'ptnRemarks'],1,Pesisir,2014,Kalimantan Selatan,,Kecamatan Pulau Laut Tanjung Selayar,,ptnRemarks,,Pulau Laut Tanjung Selayar,Pulau Laut Tanjung Selayar
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\31. Maluku Utara 2010\Malut\Spasial\penggunaanfix_tidore.shp,['FID'.'FID_pengg'.'No_identif'.'c_pengggn'.'jns_pemanf'.'text_pengg'.'ket_pengg'.'text_peng'.'ket_pemanf'.'las_m2'.'Hectares'.'lasm2'.'FID_a_kec_'.'kec_name'.'prov_name'.'Hectares_1'.'las_m2_1'.'ID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'.'LUAS'],1,Pesisir,2010,Maluku Utara,,Kecamatan Tidore ,,jns_pemanf,,Tidore ,Tidore 
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\31. Maluku Utara 2010\Malut\Spasial\penggunaan_tidoreselatan.shp,['FID'.'FID_pengg'.'No_identif'.'c_pengggn'.'jns_pemanf'.'text_pengg'.'ket_pengg'.'text_peng'.'ket_pemanf'.'las_m2'.'Hectares'.'lasm2'.'FID_a_kec_'.'kec_name'.'prov_name'.'Hectares_1'.'las_m2_1'.'ID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'.'LUAS'],1,Pesisir,2010,Maluku Utara,,Kecamatan Tidore Selatan,,jns_pemanf,,Tidore Selatan,Tidore Selatan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\31. Maluku Utara 2010\Malut\Spasial\penggunaanfix_tidoretimur.shp,['FID'.'FID_pengg'.'No_identif'.'c_pengggn'.'jns_pemanf'.'text_pengg'.'ket_pengg'.'text_peng'.'ket_pemanf'.'las_m2'.'Hectares'.'lasm2'.'FID_a_kec_'.'kec_name'.'prov_name'.'Hectares_1'.'las_m2_1'.'ID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'.'LUAS'],1,Pesisir,2010,Maluku Utara,,Kecamatan Tidore Timur,,jns_pemanf,,Tidore Timur,Tidore Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\31. Maluku Utara 2010\Malut\Spasial\penggunaan_tidoreutara.shp,['FID'.'FID_pengg'.'No_identif'.'c_pengggn'.'jns_pemanf'.'text_pengg'.'ket_pengg'.'text_peng'.'ket_pemanf'.'las_m2'.'Hectares'.'lasm2'.'FID_a_kec_'.'kec_name'.'prov_name'.'Hectares_1'.'las_m2_1'.'ID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'.'LUAS'],1,Pesisir,2010,Maluku Utara,,Kecamatan Tidore Utara,,jns_pemanf,,Tidore Utara,Tidore Utara
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\31. Maluku Utara 2011\13 11 2013\5 SP 2011 Pesisir\KEC SANANA UTARA.gdb\P4T_SANANA_UTARA_GEO\sanana_utara_pemilikan_poly_geo,['code_pengg'.'pemanfaata'.'penggnaan'.'No_id'.'Las_Ha'.'Shape_Area'],1,Pesisir,2011,Maluku Utara,,Kecamatan Sanana Utara,,pemanfaata,,Sanana Utara,Sanana Utara
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\31. Maluku Utara 2011\13 11 2013\5 SP 2011 Pesisir\KEC SANANA.gdb\P4T_SANANA_GEO\sanana_penggunaan_poly_geo,['pemanf_tnh'.'ket_pengg'.'No_Id'.'Code_Penggnaan'.'Las_Ha'.'Shape_Area'],1,Pesisir,2011,Maluku Utara,,Kecamatan Sanana,,pemanf_tnh,,Sanana,Sanana
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\31. Maluku Utara 2011\13 11 2013\5 SP 2011 Pesisir\KEC SULABESI BARAT.gdb\P4T_SULABESI_BARAT_GEO\sulabesi_barat_penggunaan_poly_geo,['Penggnaan'.'Pemanfaata'.'No_id'.'Ket'.'Hectares'.'Shape_Area'],1,Pesisir,2011,Maluku Utara,,Kecamatan Sulabesi Barat,,Pemanfaata,,Sulabesi Barat,Sulabesi Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\31. Maluku Utara 2011\13 11 2013\5 SP 2011 Pesisir\KEC SULABESI TIMUR.gdb\P4T_SULABESI_TIMUR_GEO\sulabesi_timur_penggunaan_poly_geo,['PENGGUNAAN'.'KODE_PENGG'.'PEMANFAATA'.'No_id'.'Shape_Area'],1,Pesisir,2011,Maluku Utara,,Kecamatan Sulabesi Timur,,PEMANFAATA,,Sulabesi Timur,Sulabesi Timur
