a,b,c,objID,objType,objYear,wapName,wakName,wacName,pmnID,pmnObjName,area,pmnRemarks,kec
68448,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Bengkulu Tengah\Kecamatan Pondok Kelapa\psn_pondokKelapa.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,pondokKelapa
68470,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Bengkulu Utara\Kecamatan Air Napal\psn_airNapal.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,airNapal
68494,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Kaur\Kecamatan Kaur Tengah\psn_kaurTengah.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kaurTengah
68515,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Kaur\Kecamatan Semidang Gumay\psn_semidangGumay.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,semidangGumay
68536,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Kaur\Kecamatan Tanjung Kemuning\psn_tanjungKemuning.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,tanjungKemuning
68562,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Bengkulu Utara\Kecamatan Air Besi\psn_airBesi.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,airBesi
68583,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Bengkulu Utara\Kecamatan Batik Nau\psn_batikNau.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,batikNau
68604,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Bengkulu Utara\Kecamatan Lais\psn_lais.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,lais
68670,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Seluma\Kecamatan Seluma Timur\psn_selumaTimur.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,selumaTimur
68698,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Bunga Mas\psn_bungaMas.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,bungaMas
68719,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Kedurang Ilir\psn_kedurangHilir.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kedurangHilir
68747,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Kota Manna\psn_kotaManna.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kotaManna
68768,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Manna\psn_manna.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,manna
68789,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Pasar Manna\psn_pasarManna.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,pasarManna
68810,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Pino Raya\psn_pinoRaya.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,pinoRaya
70353,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2010\psn_lasolo.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,lasolo
70367,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2010\psn_palanggaSelatan.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,palanggaSelatan
70374,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2010\psn_tinanggea.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,tinanggea
70444,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2011\psn_lainea.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,lainea
70451,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2011\psn_laonti.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,laonti
70458,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2011\psn_moramo.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,moramo
70465,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2011\psn_pulauBokori.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,pulauBokori
70563,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiBarat.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,wawoniiBarat
70570,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTengah.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,wawoniiTengah
70577,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTenggara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,wawoniiTenggara
70584,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTimur.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,wawoniiTimur
70591,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTimurLaut.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,wawoniiTimurLaut
70598,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiUtara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,wawoniiUtara
70689,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_laeya.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,laeya
70696,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_lantariJaya.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,lantariJaya
70703,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_moramoUtara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,moramoUtara
70710,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_rarowatuUtara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,rarowatuUtara
70717,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_rumbia.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,rumbia
70724,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_rumbiaTengah.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,rumbiaTengah
70815,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_latambaga.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,latambaga
70822,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_mataoleo.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,mataoleo
70829,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_poleangSelatan.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,poleangSelatan
70836,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_poleangTenggara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,poleangTenggara
70843,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_poleangTimur.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,poleangTimur
70850,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_samaturu.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi utara,-,-,-,-,-,-,samaturu
373041,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\16. Jawa Timur 2016\Kecamatan Ambunten\shp\psn_Ambunten.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Jawa Timur,-,-,-,-,-,-,Ambunten
373258,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\16. Jawa Timur 2016\Kecamatan Dasuk\shp\psn_Dasuk.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Jawa Timur,-,-,-,-,-,-,Dasuk
373510,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\16. Jawa Timur 2016\Saronggi\SHP\psn_saronggi.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Jawa Timur,-,-,-,-,-,-,saronggi
377118,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\28. Sulawesi Tenggara 2016\PETA-2016\1. Kecamatan Pomalaa Kab. Kolaka\Data\psn_pomalaa.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi Tenggara,-,-,-,-,-,-,pomalaa
377460,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\28. Sulawesi Tenggara 2016\PETA-2016\3. Kecamatan Baula Kab. Kolaka\Data\psn_baula.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'Area', 'pmnRemark']",-,-,-,Sulawesi Tenggara,-,-,-,-,-,-,baula
73709,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Daerah 2017\1. Aceh\KECAMATAN TRUMON\psn_trumon.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'pmnID', 'pmnObjName', 'area', 'ptnRemarks']",-,-,-,Aceh,-,-,-,-,-,-,trumon
68339,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Kaur Selatan\psn_kaurSelatan.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kaurSelatan
68360,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Maje\psn_maje.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,maje
68381,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Muara Tetap\psn_muaraTetap.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,muaraTetap
68402,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Nasal\psn_nasal.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,nasal
68430,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Pulau Mega\psn_mega.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,mega
68455,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Bengkulu Tengah\Kecamatan Pondok Kelapa\psn_pondokKelapa.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,pondokKelapa
68477,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Bengkulu Utara\Kecamatan Air Napal\psn_airNapal.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,airNapal
68501,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Kaur\Kecamatan Kaur Tengah\psn_kaurTengah.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kaurTengah
68522,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Kaur\Kecamatan Semidang Gumay\psn_semidangGumay.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,semidangGumay
68543,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2012\Kab. Kaur\Kecamatan Tanjung Kemuning\psn_tanjungKemuning.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,tanjungKemuning
68569,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Bengkulu Utara\Kecamatan Air Besi\psn_airBesi.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,airBesi
68590,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Bengkulu Utara\Kecamatan Batik Nau\psn_batikNau.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,batikNau
68611,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Bengkulu Utara\Kecamatan Lais\psn_lais.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,lais
68635,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Seluma\Kecamatan Ilir Talo\psn_ilirTalo.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,ilirTalo
68656,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Seluma\Kecamatan Seluma Selatan\psn_selumaSelatan.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,selumaSelatan
68677,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2013\Kab. Seluma\Kecamatan Seluma Timur\psn_selumaTimur.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,selumaTimur
68705,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Bunga Mas\psn_bungaMas.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,bungaMas
68726,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Kedurang Ilir\psn_kedurangHilir.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kedurangHilir
68733,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Kedurang Ilir\psn_keurangHilir.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,keurangHilir
68754,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Kota Manna\psn_kotaManna.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kotaManna
68775,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Manna\psn_manna.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,manna
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2014\Kab. Bengkulu Selatan\Kecamatan Pasar Manna\psn_pasarManna.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,pasarManna
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Kaur Selatan\psn_kaurSelatan.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,kaurSelatan
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Maje\psn_maje.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,maje
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Muara Tetap\psn_muaraTetap.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,muaraTetap
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Kecamatan Nasal\psn_nasal.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'ptnID', 'ptnObjName', 'Area', 'ptnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,nasal
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BENGKULU 2015\TAHUN 2011\Kab. Kaur\Pulau Mega\psn_mega.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Bengkulu,-,-,-,-,-,-,mega
